1,0,1,0,1,0,1,1,unsat
1,0,1,0,1,1,0,0,unsat
1,0,1,0,1,1,0,1,unsat
1,0,1,0,1,1,1,0,unsat
1,0,1,0,1,1,1,1,unsat
1,0,1,1,0,0,0,0,sat
1,0,1,1,0,0,0,1,unsat
1,0,1,1,0,0,1,0,sat
1,0,1,1,0,0,1,1,unsat
1,0,1,1,0,1,0,0,unsat
1,0,1,1,0,1,0,1,unsat
1,0,1,1,0,1,1,0,unsat
1,0,1,1,0,1,1,1,unsat
1,0,1,1,1,0,0,0,sat
1,0,1,1,1,0,0,1,unsat
1,0,1,1,1,0,1,0,sat
1,0,1,1,1,0,1,1,unsat
1,0,1,1,1,1,0,0,unsat
1,0,1,1,1,1,0,1,unsat
1,0,1,1,1,1,1,0,unsat
1,0,1,1,1,1,1,1,unsat
1,1,0,0,0,0,0,0,unsat
1,1,0,0,0,0,0,1,unsat
1,1,0,0,0,0,1,0,unsat
1,1,0,0,0,0,1,1,unsat
1,1,0,0,0,1,0,0,unsat
1,1,0,0,0,1,0,1,unsat
1,1,0,0,0,1,1,0,unsat
1,1,0,0,0,1,1,1,unsat
1,1,0,0,1,0,0,0,unsat
1,1,0,0,1,0,0,1,unsat
1,1,0,0,1,0,1,0,unsat
1,1,0,0,1,0,1,1,unsat
1,1,0,0,1,1,0,0,unsat
1,1,0,0,1,1,0,1,unsat
1,1,0,0,1,1,1,0,unsat
1,1,0,0,1,1,1,1,unsat
1,1,0,1,0,0,0,0,unsat
1,1,0,1,0,0,0,1,unsat
1,1,0,1,0,0,1,0,unsat
1,1,0,1,0,0,1,1,unsat
1,1,0,1,0,1,0,0,unsat
1,1,0,1,0,1,0,1,unsat
1,1,0,1,0,1,1,0,unsat
1,1,0,1,0,1,1,1,unsat
1,1,0,1,1,0,0,0,unsat
1,1,0,1,1,0,0,1,unsat
1,1,0,1,1,0,1,0,unsat
1,1,0,1,1,0,1,1,unsat
1,1,0,1,1,1,0,0,unsat
1,1,0,1,1,1,0,1,unsat
1,1,0,1,1,1,1,0,unsat
1,1,0,1,1,1,1,1,unsat
1,1,1,0,0,0,0,0,unsat
1,1,1,0,0,0,0,1,unsat
1,1,1,0,0,0,1,0,unsat
1,1,1,0,0,0,1,1,unsat
1,1,1,0,0,1,0,0,unsat
1,1,1,0,0,1,0,1,unsat
1,1,1,0,0,1,1,0,unsat
1,1,1,0,0,1,1,1,unsat
1,1,1,0,1,0,0,0,unsat
1,1,1,0,1,0,0,1,unsat
1,1,1,0,1,0,1,0,unsat
1,1,1,0,1,0,1,1,unsat
1,1,1,0,1,1,0,0,unsat
1,1,1,0,1,1,0,1,unsat
1,1,1,0,1,1,1,0,unsat
1,1,1,0,1,1,1,1,unsat
1,1,1,1,0,0,0,0,unsat
1,1,1,1,0,0,0,1,unsat
1,1,1,1,0,0,1,0,unsat
1,1,1,1,0,0,1,1,unsat
1,1,1,1,0,1,0,0,unsat
1,1,1,1,0,1,0,1,unsat
1,1,1,1,0,1,1,0,unsat
1,1,1,1,0,1,1,1,unsat
1,1,1,1,1,0,0,0,unsat
1,1,1,1,1,0,0,1,unsat
1,1,1,1,1,0,1,0,unsat
1,1,1,1,1,0,1,1,unsat
1,1,1,1,1,1,0,0,unsat
1,1,1,1,1,1,0,1,unsat
1,1,1,1,1,1,1,0,unsat
1,1,1,1,1,1,1,1,unsat
